,Indicator,Group,Subgroup,Time_Period,Value,Risk
1151,Symptoms of Anxiety Disorder,By State,Idaho,2020-06-04,28.6,Mild
1152,Symptoms of Anxiety Disorder,By State,Illinois,2020-06-04,34.2,Moderate
1153,Symptoms of Anxiety Disorder,By State,Indiana,2020-06-04,28.7,Mild
1154,Symptoms of Anxiety Disorder,By State,Iowa,2020-06-04,31.9,Moderate
1155,Symptoms of Anxiety Disorder,By State,Kansas,2020-06-04,29.9,Mild
1156,Symptoms of Anxiety Disorder,By State,Kentucky,2020-06-04,33.0,Moderate
1157,Symptoms of Anxiety Disorder,By State,Louisiana,2020-06-04,32.5,Moderate
1158,Symptoms of Anxiety Disorder,By State,Maine,2020-06-04,31.5,Moderate
1159,Symptoms of Anxiety Disorder,By State,Maryland,2020-06-04,22.8,Mild
1160,Symptoms of Anxiety Disorder,By State,Massachusetts,2020-06-04,26.1,Mild
1161,Symptoms of Anxiety Disorder,By State,Michigan,2020-06-04,24.6,Mild
1162,Symptoms of Anxiety Disorder,By State,Minnesota,2020-06-04,27.5,Mild
1163,Symptoms of Anxiety Disorder,By State,Mississippi,2020-06-04,31.9,Moderate
1164,Symptoms of Anxiety Disorder,By State,Missouri,2020-06-04,23.2,Mild
1165,Symptoms of Anxiety Disorder,By State,Montana,2020-06-04,26.4,Mild
1166,Symptoms of Anxiety Disorder,By State,Nebraska,2020-06-04,23.5,Mild
1167,Symptoms of Anxiety Disorder,By State,Nevada,2020-06-04,33.3,Moderate
1168,Symptoms of Anxiety Disorder,By State,New Hampshire,2020-06-04,31.7,Moderate
1169,Symptoms of Anxiety Disorder,By State,New Jersey,2020-06-04,30.7,Moderate
1170,Symptoms of Anxiety Disorder,By State,New Mexico,2020-06-04,28.6,Mild
1171,Symptoms of Anxiety Disorder,By State,New York,2020-06-04,36.3,High
1172,Symptoms of Anxiety Disorder,By State,North Carolina,2020-06-04,33.3,Moderate
1173,Symptoms of Anxiety Disorder,By State,North Dakota,2020-06-04,20.2,Mild
1174,Symptoms of Anxiety Disorder,By State,Ohio,2020-06-04,30.6,Moderate
1175,Symptoms of Anxiety Disorder,By State,Oklahoma,2020-06-04,28.9,Mild
1176,Symptoms of Anxiety Disorder,By State,Oregon,2020-06-04,35.0,Moderate
1177,Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-06-04,29.2,Mild
1178,Symptoms of Anxiety Disorder,By State,Rhode Island,2020-06-04,26.6,Mild
1179,Symptoms of Anxiety Disorder,By State,South Carolina,2020-06-04,23.7,Mild
1180,Symptoms of Anxiety Disorder,By State,South Dakota,2020-06-04,25.6,Mild
1181,Symptoms of Anxiety Disorder,By State,Tennessee,2020-06-04,30.6,Moderate
1182,Symptoms of Anxiety Disorder,By State,Texas,2020-06-04,33.0,Moderate
1183,Symptoms of Anxiety Disorder,By State,Utah,2020-06-04,28.0,Mild
1184,Symptoms of Anxiety Disorder,By State,Vermont,2020-06-04,29.8,Mild
1185,Symptoms of Anxiety Disorder,By State,Virginia,2020-06-04,29.5,Mild
1186,Symptoms of Anxiety Disorder,By State,Washington,2020-06-04,29.4,Mild
1187,Symptoms of Anxiety Disorder,By State,West Virginia,2020-06-04,35.8,High
1188,Symptoms of Anxiety Disorder,By State,Wisconsin,2020-06-04,25.3,Mild
1189,Symptoms of Anxiety Disorder,By State,Wyoming,2020-06-04,21.3,Mild
1191,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-06-04,49.3,Extreme
1192,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-06-04,41.5,Extreme
1193,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-06-04,39.0,High
1194,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-06-04,36.0,High
1195,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-06-04,27.4,Mild
1196,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-06-04,19.0,Mild
1197,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-06-04,18.6,Mild
1198,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,2020-06-04,31.9,Moderate
1199,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,2020-06-04,40.0,High
1200,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-04,40.8,Extreme
1201,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-04,34.0,Moderate
1202,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-04,40.0,High
1203,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-04,29.2,Mild
1204,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-04,48.1,Extreme
1205,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2020-06-04,44.7,Extreme
1206,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2020-06-04,36.8,High
1207,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2020-06-04,39.3,High
1208,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2020-06-04,30.2,Moderate
1209,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-06-04,36.9,High
1210,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-06-04,35.2,High
1211,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-06-04,36.8,High
1212,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-06-04,38.2,High
1213,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-06-04,39.7,High
1214,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-06-04,34.7,Moderate
1215,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-06-04,32.8,Moderate
1216,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-06-04,33.0,Moderate
1217,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-06-04,39.5,High
1218,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-06-04,40.7,Extreme
1219,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-06-04,35.7,High
1220,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-06-04,27.5,Mild
1221,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-06-04,32.0,Moderate
1222,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-06-04,39.5,High
1223,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-06-04,32.1,Moderate
1224,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-06-04,34.9,Moderate
1225,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-06-04,36.6,High
1226,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-06-04,37.6,High
1227,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-06-04,36.5,High
1228,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-06-04,35.4,High
1229,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-06-04,26.9,Mild
1230,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-06-04,31.0,Moderate
1231,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-06-04,28.1,Mild
1232,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-06-04,31.0,Moderate
1233,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-06-04,38.4,High
1234,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-06-04,29.5,Mild
1235,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-06-04,30.4,Moderate
1236,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-06-04,31.0,Moderate
1237,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-06-04,38.5,High
1238,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-06-04,35.1,High
1239,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-06-04,33.8,Moderate
1240,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-06-04,34.7,Moderate
1241,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-06-04,38.6,High
1242,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-06-04,36.2,High
1243,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-06-04,23.0,Mild
1244,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-06-04,36.9,High
1245,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-06-04,33.7,Moderate
1246,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-06-04,40.5,Extreme
1247,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-06-04,33.9,Moderate
1248,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-06-04,29.2,Mild
1249,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-06-04,31.4,Moderate
1250,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-06-04,29.8,Mild
1251,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-06-04,38.0,High
1252,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-06-04,39.6,High
1253,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-06-04,34.1,Moderate
1254,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-06-04,33.7,Moderate
1255,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-06-04,36.5,High
1256,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-06-04,31.9,Moderate
1257,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-06-04,38.9,High
1258,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-06-04,28.3,Mild
1259,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-06-04,29.4,Mild
1261,Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-06-11,36.8,High
1262,Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-06-11,26.7,Mild
1263,Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-06-11,25.9,Mild
1264,Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-06-11,24.6,Mild
1265,Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-06-11,19.6,Mild
1266,Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-06-11,15.5,Mild
1267,Symptoms of Depressive Disorder,By Age,80 years and above,2020-06-11,9.9,Mild
1268,Symptoms of Depressive Disorder,By Sex,Male,2020-06-11,23.3,Mild
1269,Symptoms of Depressive Disorder,By Sex,Female,2020-06-11,26.7,Mild
1270,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-11,28.4,Mild
1271,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-11,23.5,Mild
1272,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-11,28.3,Mild
1273,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-11,21.0,Mild
1274,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-11,32.3,Moderate
1275,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2020-06-11,31.4,Moderate
1276,Symptoms of Depressive Disorder,By Education,High school diploma or GED,2020-06-11,27.5,Mild
1277,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2020-06-11,28.4,Mild
1278,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2020-06-11,17.9,Mild
1279,Symptoms of Depressive Disorder,By State,Alabama,2020-06-11,26.7,Mild
1280,Symptoms of Depressive Disorder,By State,Alaska,2020-06-11,23.5,Mild
1281,Symptoms of Depressive Disorder,By State,Arizona,2020-06-11,25.0,Mild
1282,Symptoms of Depressive Disorder,By State,Arkansas,2020-06-11,29.6,Mild
1283,Symptoms of Depressive Disorder,By State,California,2020-06-11,27.2,Mild
1284,Symptoms of Depressive Disorder,By State,Colorado,2020-06-11,22.1,Mild
1285,Symptoms of Depressive Disorder,By State,Connecticut,2020-06-11,25.5,Mild
1286,Symptoms of Depressive Disorder,By State,Delaware,2020-06-11,24.4,Mild
1287,Symptoms of Depressive Disorder,By State,District of Columbia,2020-06-11,16.3,Mild
1288,Symptoms of Depressive Disorder,By State,Florida,2020-06-11,28.1,Mild
1289,Symptoms of Depressive Disorder,By State,Georgia,2020-06-11,25.7,Mild
1290,Symptoms of Depressive Disorder,By State,Hawaii,2020-06-11,26.8,Mild
1291,Symptoms of Depressive Disorder,By State,Idaho,2020-06-11,14.3,Mild
1292,Symptoms of Depressive Disorder,By State,Illinois,2020-06-11,24.8,Mild
1293,Symptoms of Depressive Disorder,By State,Indiana,2020-06-11,26.6,Mild
1294,Symptoms of Depressive Disorder,By State,Iowa,2020-06-11,22.4,Mild
1295,Symptoms of Depressive Disorder,By State,Kansas,2020-06-11,24.6,Mild
1296,Symptoms of Depressive Disorder,By State,Kentucky,2020-06-11,22.6,Mild
1297,Symptoms of Depressive Disorder,By State,Louisiana,2020-06-11,34.5,Moderate
1298,Symptoms of Depressive Disorder,By State,Maine,2020-06-11,23.7,Mild
1299,Symptoms of Depressive Disorder,By State,Maryland,2020-06-11,27.9,Mild
1300,Symptoms of Depressive Disorder,By State,Massachusetts,2020-06-11,17.0,Mild
1301,Symptoms of Depressive Disorder,By State,Michigan,2020-06-11,21.4,Mild
1302,Symptoms of Depressive Disorder,By State,Minnesota,2020-06-11,19.9,Mild
1303,Symptoms of Depressive Disorder,By State,Mississippi,2020-06-11,24.8,Mild
1304,Symptoms of Depressive Disorder,By State,Missouri,2020-06-11,26.1,Mild
1305,Symptoms of Depressive Disorder,By State,Montana,2020-06-11,21.8,Mild
1306,Symptoms of Depressive Disorder,By State,Nebraska,2020-06-11,20.3,Mild
1307,Symptoms of Depressive Disorder,By State,Nevada,2020-06-11,30.4,Moderate
1308,Symptoms of Depressive Disorder,By State,New Hampshire,2020-06-11,21.7,Mild
1309,Symptoms of Depressive Disorder,By State,New Jersey,2020-06-11,26.9,Mild
1310,Symptoms of Depressive Disorder,By State,New Mexico,2020-06-11,18.8,Mild
1311,Symptoms of Depressive Disorder,By State,New York,2020-06-11,23.4,Mild
1312,Symptoms of Depressive Disorder,By State,North Carolina,2020-06-11,23.9,Mild
1313,Symptoms of Depressive Disorder,By State,North Dakota,2020-06-11,23.4,Mild
1314,Symptoms of Depressive Disorder,By State,Ohio,2020-06-11,26.8,Mild
1315,Symptoms of Depressive Disorder,By State,Oklahoma,2020-06-11,22.5,Mild
1316,Symptoms of Depressive Disorder,By State,Oregon,2020-06-11,31.1,Moderate
1317,Symptoms of Depressive Disorder,By State,Pennsylvania,2020-06-11,25.5,Mild
1318,Symptoms of Depressive Disorder,By State,Rhode Island,2020-06-11,24.1,Mild
1319,Symptoms of Depressive Disorder,By State,South Carolina,2020-06-11,28.1,Mild
1320,Symptoms of Depressive Disorder,By State,South Dakota,2020-06-11,19.2,Mild
1321,Symptoms of Depressive Disorder,By State,Tennessee,2020-06-11,21.5,Mild
1322,Symptoms of Depressive Disorder,By State,Texas,2020-06-11,27.6,Mild
1323,Symptoms of Depressive Disorder,By State,Utah,2020-06-11,18.5,Mild
1324,Symptoms of Depressive Disorder,By State,Vermont,2020-06-11,26.2,Mild
1325,Symptoms of Depressive Disorder,By State,Virginia,2020-06-11,23.3,Mild
1326,Symptoms of Depressive Disorder,By State,Washington,2020-06-11,22.5,Mild
1327,Symptoms of Depressive Disorder,By State,West Virginia,2020-06-11,23.5,Mild
1328,Symptoms of Depressive Disorder,By State,Wisconsin,2020-06-11,17.5,Mild
1329,Symptoms of Depressive Disorder,By State,Wyoming,2020-06-11,18.9,Mild
1331,Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-06-11,42.9,Extreme
1332,Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-06-11,35.8,High
1333,Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-06-11,34.8,Moderate
1334,Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-06-11,31.7,Moderate
1335,Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-06-11,23.6,Mild
1336,Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-06-11,18.0,Mild
1337,Symptoms of Anxiety Disorder,By Age,80 years and above,2020-06-11,14.6,Mild
1338,Symptoms of Anxiety Disorder,By Sex,Male,2020-06-11,28.1,Mild
1339,Symptoms of Anxiety Disorder,By Sex,Female,2020-06-11,35.0,Moderate
1340,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-11,33.6,Moderate
1341,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-11,30.6,Moderate
1342,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-11,35.8,High
1343,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-11,26.0,Mild
1344,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-11,37.6,High
1345,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2020-06-11,37.7,High
1346,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2020-06-11,32.5,Moderate
1347,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2020-06-11,34.5,Moderate
1348,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2020-06-11,26.6,Mild
1349,Symptoms of Anxiety Disorder,By State,Alabama,2020-06-11,33.9,Moderate
1350,Symptoms of Anxiety Disorder,By State,Alaska,2020-06-11,33.3,Moderate
1351,Symptoms of Anxiety Disorder,By State,Arizona,2020-06-11,25.6,Mild
1352,Symptoms of Anxiety Disorder,By State,Arkansas,2020-06-11,33.7,Moderate
1353,Symptoms of Anxiety Disorder,By State,California,2020-06-11,33.7,Moderate
1354,Symptoms of Anxiety Disorder,By State,Colorado,2020-06-11,29.8,Mild
1355,Symptoms of Anxiety Disorder,By State,Connecticut,2020-06-11,35.1,High
1356,Symptoms of Anxiety Disorder,By State,Delaware,2020-06-11,30.2,Moderate
1357,Symptoms of Anxiety Disorder,By State,District of Columbia,2020-06-11,25.9,Mild
1358,Symptoms of Anxiety Disorder,By State,Florida,2020-06-11,37.4,High
1359,Symptoms of Anxiety Disorder,By State,Georgia,2020-06-11,33.3,Moderate
1360,Symptoms of Anxiety Disorder,By State,Hawaii,2020-06-11,31.7,Moderate
1361,Symptoms of Anxiety Disorder,By State,Idaho,2020-06-11,26.0,Mild
1362,Symptoms of Anxiety Disorder,By State,Illinois,2020-06-11,31.0,Moderate
1363,Symptoms of Anxiety Disorder,By State,Indiana,2020-06-11,33.8,Moderate
1364,Symptoms of Anxiety Disorder,By State,Iowa,2020-06-11,26.1,Mild
1365,Symptoms of Anxiety Disorder,By State,Kansas,2020-06-11,30.5,Moderate
1366,Symptoms of Anxiety Disorder,By State,Kentucky,2020-06-11,26.6,Mild
1367,Symptoms of Anxiety Disorder,By State,Louisiana,2020-06-11,38.4,High
1368,Symptoms of Anxiety Disorder,By State,Maine,2020-06-11,32.2,Moderate
1369,Symptoms of Anxiety Disorder,By State,Maryland,2020-06-11,34.6,Moderate
1370,Symptoms of Anxiety Disorder,By State,Massachusetts,2020-06-11,27.3,Mild
