Group,Subgroup,Time_Period,Value,Risk
By State,Florida,2021-12-01,24.9,Mild
By State,Georgia,2021-12-01,25.5,Mild
By State,Hawaii,2021-12-01,27.2,Mild
By State,Idaho,2021-12-01,28.7,Mild
By State,Illinois,2021-12-01,23.8,Mild
By State,Indiana,2021-12-01,24.9,Mild
By State,Iowa,2021-12-01,26.4,Mild
By State,Kansas,2021-12-01,24.9,Mild
By State,Kentucky,2021-12-01,33.5,Moderate
By State,Louisiana,2021-12-01,36.7,High
By State,Maine,2021-12-01,25.9,Mild
By State,Maryland,2021-12-01,23.6,Mild
By State,Massachusetts,2021-12-01,25.4,Mild
By State,Michigan,2021-12-01,27.5,Mild
By State,Minnesota,2021-12-01,23.2,Mild
By State,Mississippi,2021-12-01,26.3,Mild
By State,Missouri,2021-12-01,29.0,Mild
By State,Montana,2021-12-01,28.4,Mild
By State,Nebraska,2021-12-01,27.2,Mild
By State,Nevada,2021-12-01,30.9,Moderate
By State,New Hampshire,2021-12-01,27.0,Mild
By State,New Jersey,2021-12-01,22.9,Mild
By State,New Mexico,2021-12-01,28.5,Mild
By State,New York,2021-12-01,29.1,Mild
By State,North Carolina,2021-12-01,25.0,Mild
By State,North Dakota,2021-12-01,29.9,Mild
By State,Ohio,2021-12-01,26.5,Mild
By State,Oklahoma,2021-12-01,34.2,Moderate
By State,Oregon,2021-12-01,31.1,Moderate
By State,Pennsylvania,2021-12-01,26.0,Mild
By State,Rhode Island,2021-12-01,25.9,Mild
By State,South Carolina,2021-12-01,23.0,Mild
By State,South Dakota,2021-12-01,20.6,Mild
By State,Tennessee,2021-12-01,26.8,Mild
By State,Texas,2021-12-01,24.9,Mild
By State,Utah,2021-12-01,28.0,Mild
By State,Vermont,2021-12-01,28.1,Mild
By State,Virginia,2021-12-01,28.7,Mild
By State,Washington,2021-12-01,30.1,Moderate
By State,West Virginia,2021-12-01,36.5,High
By State,Wisconsin,2021-12-01,23.1,Mild
By State,Wyoming,2021-12-01,29.0,Mild
