,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
5332,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-02-17,36.8,2021
5333,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-02-17,36.8,2021
5334,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-02-17,39.7,2021
5335,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-02-17,38.3,2021
5336,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-02-17,27.8,2021
5337,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-02-17,45.8,2021
5338,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-02-17,37.8,2021
5339,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-02-17,31.1,2021
5340,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-02-17,25.5,2021
5341,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-02-17,46.5,2021
5342,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-02-17,34.4,2021
5343,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-02-17,38.0,2021
5344,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-02-17,42.5,2021
5345,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-02-17,38.7,2021
5346,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-02-17,38.8,2021
5347,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-02-17,30.1,2021
5348,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-02-17,38.3,2021
5349,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-17,42.2,2021
5350,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-02-17,41.2,2021
5351,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,38.3,2021
5352,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-17,38.5,2021
5353,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-02-17,36.6,2021
5354,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-02-17,31.3,2021
5355,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-02-17,43.5,2021
5356,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-02-17,40.9,2021
5357,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-02-17,36.8,2021
5358,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-02-17,37.2,2021
5359,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-02-17,37.0,2021
5360,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-02-17,40.1,2021
5361,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-02-17,39.1,2021
5362,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-02-17,30.4,2021
5363,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-02-17,38.1,2021
5364,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-03-03,26.4,2021
5365,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-03-03,41.2,2021
5366,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-03-03,30.7,2021
5367,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-03-03,26.5,2021
5368,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-03-03,23.7,2021
5369,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-03-03,19.3,2021
5370,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-03-03,15.4,2021
5371,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-03-03,18.0,2021
5372,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-03-03,24.2,2021
5373,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-03-03,28.4,2021
5374,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-03-03,28.2,2021
5375,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-03-03,25.3,2021
5376,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-03-03,28.7,2021
5377,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-03-03,21.7,2021
5378,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-03-03,35.8,2021
5379,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-03-03,34.1,2021
5380,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-03-03,28.0,2021
5381,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-03-03,29.9,2021
5382,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-03-03,19.8,2021
5383,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-03-03,29.0,2021
5384,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-03-03,24.5,2021
5385,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-03-03,29.3,2021
5386,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-03-03,35.0,2021
5387,Symptoms of Depressive Disorder,By State,California,California,2021-03-03,28.5,2021
5388,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-03-03,27.0,2021
5389,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-03-03,21.6,2021
5390,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-03-03,20.8,2021
5391,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-03-03,25.9,2021
5392,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-03-03,28.1,2021
5393,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-03-03,24.6,2021
5394,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-03-03,22.3,2021
5395,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-03-03,21.6,2021
5396,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-03-03,27.5,2021
5397,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-03-03,24.9,2021
5398,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-03-03,24.5,2021
5399,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-03-03,27.2,2021
5400,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-03-03,30.5,2021
5401,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-03-03,31.9,2021
5402,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-03-03,28.3,2021
5403,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-03-03,24.3,2021
5404,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-03-03,24.1,2021
5405,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-03-03,24.7,2021
5406,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-03-03,23.1,2021
5407,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-03-03,32.1,2021
5408,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-03-03,26.2,2021
5409,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-03-03,21.5,2021
5410,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-03-03,22.9,2021
5411,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-03-03,25.4,2021
5412,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-03-03,21.7,2021
5413,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-03-03,24.9,2021
5414,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-03-03,27.6,2021
5415,Symptoms of Depressive Disorder,By State,New York,New York,2021-03-03,24.7,2021
5416,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-03-03,22.2,2021
5417,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-03-03,20.0,2021
5418,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-03-03,30.6,2021
5419,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-03-03,27.7,2021
5420,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-03-03,31.3,2021
5421,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-03-03,28.9,2021
5422,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-03-03,24.1,2021
5423,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-03-03,21.1,2021
5424,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-03-03,15.9,2021
5425,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-03-03,24.6,2021
5426,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-03-03,25.1,2021
5427,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-03-03,24.0,2021
5428,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-03-03,20.1,2021
5429,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-03-03,25.1,2021
5430,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-03-03,26.6,2021
5431,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-03-03,31.1,2021
5432,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-03-03,22.2,2021
5433,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-03-03,26.4,2021
5434,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-03-03,31.4,2021
5435,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-03-03,43.7,2021
5436,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-03-03,38.4,2021
5437,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-03-03,33.2,2021
5438,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-03-03,30.5,2021
5439,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-03-03,23.2,2021
5440,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-03-03,17.2,2021
5441,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-03-03,19.7,2021
5442,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-03-03,27.5,2021
5443,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-03-03,35.1,2021
5444,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-03-03,33.9,2021
5445,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-03-03,30.8,2021
5446,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-03-03,31.4,2021
5447,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-03-03,23.0,2021
5448,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-03-03,42.8,2021
5449,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-03-03,35.8,2021
5450,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-03-03,30.4,2021
5451,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-03-03,34.9,2021
5452,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-03-03,28.0,2021
5453,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-03-03,33.1,2021
5454,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-03-03,32.2,2021
5455,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-03-03,31.7,2021
5456,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-03-03,39.2,2021
5457,Symptoms of Anxiety Disorder,By State,California,California,2021-03-03,33.0,2021
5458,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-03-03,37.1,2021
5459,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-03-03,27.9,2021
5460,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-03-03,28.4,2021
5461,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-03-03,35.3,2021
5462,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-03-03,32.7,2021
5463,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-03-03,27.1,2021
5464,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-03-03,26.8,2021
5465,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-03-03,30.9,2021
5466,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-03-03,30.0,2021
5467,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-03-03,29.2,2021
5468,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-03-03,27.2,2021
5469,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-03-03,29.4,2021
5470,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-03-03,33.4,2021
5471,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-03-03,35.7,2021
5472,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-03-03,37.4,2021
5473,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-03-03,31.5,2021
5474,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-03-03,29.5,2021
5475,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-03-03,31.9,2021
5476,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-03-03,26.8,2021
5477,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-03-03,29.5,2021
5478,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-03-03,33.3,2021
5479,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-03-03,26.7,2021
5480,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-03-03,27.2,2021
5481,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-03-03,29.5,2021
5482,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-03-03,31.6,2021
5483,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-03-03,31.5,2021
5484,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-03-03,35.0,2021
5485,Symptoms of Anxiety Disorder,By State,New York,New York,2021-03-03,31.4,2021
5486,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-03-03,30.1,2021
5487,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-03-03,23.3,2021
5488,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-03-03,33.7,2021
5489,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-03-03,32.5,2021
5490,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-03-03,36.2,2021
5491,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-03-03,33.1,2021
5492,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-03-03,34.4,2021
5493,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-03-03,26.2,2021
5494,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-03-03,21.1,2021
5495,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-03-03,30.4,2021
5496,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-03-03,30.8,2021
5497,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-03-03,27.1,2021
5498,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-03-03,30.7,2021
5499,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-03-03,28.6,2021
5500,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-03-03,32.5,2021
5501,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-03-03,40.6,2021
5502,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-03-03,26.5,2021
5503,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-03-03,31.9,2021
5504,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-03-03,36.9,2021
5505,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-03-03,53.1,2021
5506,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-03-03,44.1,2021
5507,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-03-03,37.8,2021
5508,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-03-03,34.7,2021
5509,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-03-03,28.0,2021
5510,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-03-03,21.7,2021
5511,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-03-03,23.5,2021
5512,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-03-03,33.1,2021
5513,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-03-03,40.5,2021
5514,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-03-03,39.6,2021
5515,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-03-03,35.9,2021
5516,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-03-03,38.2,2021
5517,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-03-03,30.0,2021
5518,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-03-03,47.5,2021
5519,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-03-03,42.0,2021
5520,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-03-03,37.1,2021
