,Indicator,Group,Subgroup,Time Period Start Date,Value,Risk
1456,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,06/11/2020,43.5,Extreme
1457,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,06/11/2020,35.0,High
1458,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,06/11/2020,32.2,High
1459,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,06/11/2020,35.5,Extreme
1460,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,06/11/2020,28.0,Moderate
1461,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,06/11/2020,31.7,High
1462,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,06/11/2020,39.5,Extreme
1463,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,06/11/2020,36.0,Extreme
1464,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,06/11/2020,36.3,Extreme
1465,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,06/11/2020,33.9,High
1466,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,06/11/2020,34.2,High
1467,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,06/11/2020,32.2,High
1468,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,06/11/2020,26.5,Moderate
1469,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,06/11/2020,32.6,High
1470,Symptoms of Depressive Disorder,National Estimate,United States,06/18/2020,25.6,Moderate
1471,Symptoms of Depressive Disorder,By Age,18 - 29 years,06/18/2020,36.7,Extreme
1472,Symptoms of Depressive Disorder,By Age,30 - 39 years,06/18/2020,28.3,Moderate
1473,Symptoms of Depressive Disorder,By Age,40 - 49 years,06/18/2020,26.2,Moderate
1474,Symptoms of Depressive Disorder,By Age,50 - 59 years,06/18/2020,26.0,Moderate
1475,Symptoms of Depressive Disorder,By Age,60 - 69 years,06/18/2020,19.3,Mild
1476,Symptoms of Depressive Disorder,By Age,70 - 79 years,06/18/2020,14.5,Mild
1477,Symptoms of Depressive Disorder,By Age,80 years and above,06/18/2020,10.8,Mild
1478,Symptoms of Depressive Disorder,By Sex,Male,06/18/2020,23.8,Mild
1479,Symptoms of Depressive Disorder,By Sex,Female,06/18/2020,27.3,Moderate
1480,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,06/18/2020,29.0,Moderate
1481,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",06/18/2020,24.2,Mild
1482,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",06/18/2020,28.1,Moderate
1483,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",06/18/2020,20.1,Mild
1484,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",06/18/2020,34.1,High
1485,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,06/18/2020,31.4,High
1486,Symptoms of Depressive Disorder,By Education,High school diploma or GED,06/18/2020,28.8,Moderate
1487,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,06/18/2020,28.6,Moderate
1488,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,06/18/2020,18.2,Mild
1489,Symptoms of Depressive Disorder,By State,Alabama,06/18/2020,27.5,Moderate
1490,Symptoms of Depressive Disorder,By State,Alaska,06/18/2020,25.7,Moderate
1491,Symptoms of Depressive Disorder,By State,Arizona,06/18/2020,28.9,Moderate
1492,Symptoms of Depressive Disorder,By State,Arkansas,06/18/2020,28.7,Moderate
1493,Symptoms of Depressive Disorder,By State,California,06/18/2020,26.4,Moderate
1494,Symptoms of Depressive Disorder,By State,Colorado,06/18/2020,23.0,Mild
1495,Symptoms of Depressive Disorder,By State,Connecticut,06/18/2020,28.7,Moderate
1496,Symptoms of Depressive Disorder,By State,Delaware,06/18/2020,22.9,Mild
1497,Symptoms of Depressive Disorder,By State,District of Columbia,06/18/2020,31.0,High
1498,Symptoms of Depressive Disorder,By State,Florida,06/18/2020,28.8,Moderate
1499,Symptoms of Depressive Disorder,By State,Georgia,06/18/2020,27.9,Moderate
1500,Symptoms of Depressive Disorder,By State,Hawaii,06/18/2020,18.3,Mild
1501,Symptoms of Depressive Disorder,By State,Idaho,06/18/2020,23.0,Mild
1502,Symptoms of Depressive Disorder,By State,Illinois,06/18/2020,23.8,Mild
1503,Symptoms of Depressive Disorder,By State,Indiana,06/18/2020,23.7,Mild
1504,Symptoms of Depressive Disorder,By State,Iowa,06/18/2020,26.1,Moderate
1505,Symptoms of Depressive Disorder,By State,Kansas,06/18/2020,24.4,Mild
1506,Symptoms of Depressive Disorder,By State,Kentucky,06/18/2020,29.0,Moderate
1507,Symptoms of Depressive Disorder,By State,Louisiana,06/18/2020,35.6,Extreme
1508,Symptoms of Depressive Disorder,By State,Maine,06/18/2020,19.0,Mild
1509,Symptoms of Depressive Disorder,By State,Maryland,06/18/2020,22.0,Mild
1510,Symptoms of Depressive Disorder,By State,Massachusetts,06/18/2020,22.8,Mild
1511,Symptoms of Depressive Disorder,By State,Michigan,06/18/2020,23.3,Mild
1512,Symptoms of Depressive Disorder,By State,Minnesota,06/18/2020,21.5,Mild
1513,Symptoms of Depressive Disorder,By State,Mississippi,06/18/2020,29.3,Moderate
1514,Symptoms of Depressive Disorder,By State,Missouri,06/18/2020,25.0,Moderate
1515,Symptoms of Depressive Disorder,By State,Montana,06/18/2020,21.6,Mild
1516,Symptoms of Depressive Disorder,By State,Nebraska,06/18/2020,22.1,Mild
1517,Symptoms of Depressive Disorder,By State,Nevada,06/18/2020,32.5,High
1518,Symptoms of Depressive Disorder,By State,New Hampshire,06/18/2020,23.0,Mild
1519,Symptoms of Depressive Disorder,By State,New Jersey,06/18/2020,24.4,Mild
1520,Symptoms of Depressive Disorder,By State,New Mexico,06/18/2020,29.4,Moderate
1521,Symptoms of Depressive Disorder,By State,New York,06/18/2020,24.2,Mild
1522,Symptoms of Depressive Disorder,By State,North Carolina,06/18/2020,22.5,Mild
1523,Symptoms of Depressive Disorder,By State,North Dakota,06/18/2020,25.1,Moderate
1524,Symptoms of Depressive Disorder,By State,Ohio,06/18/2020,21.5,Mild
1525,Symptoms of Depressive Disorder,By State,Oklahoma,06/18/2020,33.2,High
1526,Symptoms of Depressive Disorder,By State,Oregon,06/18/2020,31.0,High
1527,Symptoms of Depressive Disorder,By State,Pennsylvania,06/18/2020,27.3,Moderate
1528,Symptoms of Depressive Disorder,By State,Rhode Island,06/18/2020,22.1,Mild
1529,Symptoms of Depressive Disorder,By State,South Carolina,06/18/2020,22.4,Mild
1530,Symptoms of Depressive Disorder,By State,South Dakota,06/18/2020,21.7,Mild
1531,Symptoms of Depressive Disorder,By State,Tennessee,06/18/2020,26.8,Moderate
1532,Symptoms of Depressive Disorder,By State,Texas,06/18/2020,25.6,Moderate
1533,Symptoms of Depressive Disorder,By State,Utah,06/18/2020,27.3,Moderate
1534,Symptoms of Depressive Disorder,By State,Vermont,06/18/2020,18.4,Mild
1535,Symptoms of Depressive Disorder,By State,Virginia,06/18/2020,26.9,Moderate
1536,Symptoms of Depressive Disorder,By State,Washington,06/18/2020,26.4,Moderate
1537,Symptoms of Depressive Disorder,By State,West Virginia,06/18/2020,30.2,High
1538,Symptoms of Depressive Disorder,By State,Wisconsin,06/18/2020,15.7,Mild
1539,Symptoms of Depressive Disorder,By State,Wyoming,06/18/2020,17.6,Mild
1540,Symptoms of Anxiety Disorder,National Estimate,United States,06/18/2020,31.2,High
1541,Symptoms of Anxiety Disorder,By Age,18 - 29 years,06/18/2020,42.8,Extreme
1542,Symptoms of Anxiety Disorder,By Age,30 - 39 years,06/18/2020,36.0,Extreme
1543,Symptoms of Anxiety Disorder,By Age,40 - 49 years,06/18/2020,34.0,High
1544,Symptoms of Anxiety Disorder,By Age,50 - 59 years,06/18/2020,32.4,High
1545,Symptoms of Anxiety Disorder,By Age,60 - 69 years,06/18/2020,23.1,Mild
1546,Symptoms of Anxiety Disorder,By Age,70 - 79 years,06/18/2020,14.8,Mild
1547,Symptoms of Anxiety Disorder,By Age,80 years and above,06/18/2020,11.4,Mild
1548,Symptoms of Anxiety Disorder,By Sex,Male,06/18/2020,27.4,Moderate
1549,Symptoms of Anxiety Disorder,By Sex,Female,06/18/2020,34.8,High
1550,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,06/18/2020,36.5,Extreme
1551,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",06/18/2020,29.8,High
1552,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",06/18/2020,32.6,High
1553,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",06/18/2020,23.0,Mild
1554,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",06/18/2020,39.7,Extreme
1555,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,06/18/2020,36.6,Extreme
1556,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,06/18/2020,32.7,High
1557,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,06/18/2020,33.7,High
1558,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,06/18/2020,26.0,Moderate
1559,Symptoms of Anxiety Disorder,By State,Alabama,06/18/2020,33.7,High
1560,Symptoms of Anxiety Disorder,By State,Alaska,06/18/2020,31.8,High
1561,Symptoms of Anxiety Disorder,By State,Arizona,06/18/2020,34.7,High
1562,Symptoms of Anxiety Disorder,By State,Arkansas,06/18/2020,32.7,High
1563,Symptoms of Anxiety Disorder,By State,California,06/18/2020,34.4,High
1564,Symptoms of Anxiety Disorder,By State,Colorado,06/18/2020,26.7,Moderate
1565,Symptoms of Anxiety Disorder,By State,Connecticut,06/18/2020,34.5,High
1566,Symptoms of Anxiety Disorder,By State,Delaware,06/18/2020,23.6,Mild
1567,Symptoms of Anxiety Disorder,By State,District of Columbia,06/18/2020,39.6,Extreme
1568,Symptoms of Anxiety Disorder,By State,Florida,06/18/2020,33.3,High
1569,Symptoms of Anxiety Disorder,By State,Georgia,06/18/2020,32.6,High
1570,Symptoms of Anxiety Disorder,By State,Hawaii,06/18/2020,22.9,Mild
1571,Symptoms of Anxiety Disorder,By State,Idaho,06/18/2020,28.3,Moderate
1572,Symptoms of Anxiety Disorder,By State,Illinois,06/18/2020,30.6,High
1573,Symptoms of Anxiety Disorder,By State,Indiana,06/18/2020,30.6,High
1574,Symptoms of Anxiety Disorder,By State,Iowa,06/18/2020,32.4,High
1575,Symptoms of Anxiety Disorder,By State,Kansas,06/18/2020,29.4,Moderate
1576,Symptoms of Anxiety Disorder,By State,Kentucky,06/18/2020,33.2,High
1577,Symptoms of Anxiety Disorder,By State,Louisiana,06/18/2020,41.3,Extreme
1578,Symptoms of Anxiety Disorder,By State,Maine,06/18/2020,24.1,Mild
1579,Symptoms of Anxiety Disorder,By State,Maryland,06/18/2020,30.1,High
1580,Symptoms of Anxiety Disorder,By State,Massachusetts,06/18/2020,27.9,Moderate
1581,Symptoms of Anxiety Disorder,By State,Michigan,06/18/2020,27.4,Moderate
1582,Symptoms of Anxiety Disorder,By State,Minnesota,06/18/2020,25.0,Moderate
1583,Symptoms of Anxiety Disorder,By State,Mississippi,06/18/2020,31.8,High
1584,Symptoms of Anxiety Disorder,By State,Missouri,06/18/2020,28.3,Moderate
1585,Symptoms of Anxiety Disorder,By State,Montana,06/18/2020,27.8,Moderate
1586,Symptoms of Anxiety Disorder,By State,Nebraska,06/18/2020,25.0,Moderate
1587,Symptoms of Anxiety Disorder,By State,Nevada,06/18/2020,38.4,Extreme
1588,Symptoms of Anxiety Disorder,By State,New Hampshire,06/18/2020,31.2,High
1589,Symptoms of Anxiety Disorder,By State,New Jersey,06/18/2020,30.8,High
1590,Symptoms of Anxiety Disorder,By State,New Mexico,06/18/2020,39.0,Extreme
1591,Symptoms of Anxiety Disorder,By State,New York,06/18/2020,26.9,Moderate
1592,Symptoms of Anxiety Disorder,By State,North Carolina,06/18/2020,29.1,Moderate
1593,Symptoms of Anxiety Disorder,By State,North Dakota,06/18/2020,28.7,Moderate
1594,Symptoms of Anxiety Disorder,By State,Ohio,06/18/2020,27.7,Moderate
1595,Symptoms of Anxiety Disorder,By State,Oklahoma,06/18/2020,39.0,Extreme
1596,Symptoms of Anxiety Disorder,By State,Oregon,06/18/2020,37.1,Extreme
1597,Symptoms of Anxiety Disorder,By State,Pennsylvania,06/18/2020,32.7,High
1598,Symptoms of Anxiety Disorder,By State,Rhode Island,06/18/2020,28.2,Moderate
1599,Symptoms of Anxiety Disorder,By State,South Carolina,06/18/2020,31.4,High
1600,Symptoms of Anxiety Disorder,By State,South Dakota,06/18/2020,24.2,Mild
1601,Symptoms of Anxiety Disorder,By State,Tennessee,06/18/2020,30.8,High
1602,Symptoms of Anxiety Disorder,By State,Texas,06/18/2020,32.1,High
1603,Symptoms of Anxiety Disorder,By State,Utah,06/18/2020,33.3,High
1604,Symptoms of Anxiety Disorder,By State,Vermont,06/18/2020,25.0,Moderate
1605,Symptoms of Anxiety Disorder,By State,Virginia,06/18/2020,31.9,High
1606,Symptoms of Anxiety Disorder,By State,Washington,06/18/2020,30.5,High
1607,Symptoms of Anxiety Disorder,By State,West Virginia,06/18/2020,34.7,High
1608,Symptoms of Anxiety Disorder,By State,Wisconsin,06/18/2020,21.3,Mild
1609,Symptoms of Anxiety Disorder,By State,Wyoming,06/18/2020,23.7,Mild
1610,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,06/18/2020,36.1,Extreme
1611,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,06/18/2020,50.0,Extreme
1612,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,06/18/2020,40.8,Extreme
1613,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,06/18/2020,38.5,Extreme
1614,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,06/18/2020,36.3,Extreme
1615,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,06/18/2020,27.4,Moderate
1616,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,06/18/2020,19.3,Mild
1617,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,06/18/2020,14.6,Mild
1618,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,06/18/2020,32.4,High
1619,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,06/18/2020,39.6,Extreme
1620,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,06/18/2020,42.3,Extreme
1621,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",06/18/2020,34.1,High
1622,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",06/18/2020,39.1,Extreme
1623,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",06/18/2020,27.8,Moderate
1624,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",06/18/2020,45.1,Extreme
1625,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,06/18/2020,43.6,Extreme
1626,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,06/18/2020,38.1,Extreme
1627,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,06/18/2020,39.1,Extreme
1628,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,06/18/2020,29.2,Moderate
1629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,06/18/2020,38.0,Extreme
1630,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,06/18/2020,37.1,Extreme
1631,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,06/18/2020,40.1,Extreme
1632,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,06/18/2020,38.2,Extreme
1633,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,06/18/2020,39.1,Extreme
1634,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,06/18/2020,31.4,High
1635,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,06/18/2020,39.4,Extreme
1636,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,06/18/2020,30.9,High
1637,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,06/18/2020,43.1,Extreme
1638,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,06/18/2020,39.7,Extreme
1639,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,06/18/2020,36.3,Extreme
1640,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,06/18/2020,29.4,Moderate
1641,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,06/18/2020,31.7,High
1642,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,06/18/2020,34.2,High
1643,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,06/18/2020,35.9,Extreme
1644,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,06/18/2020,37.4,Extreme
1645,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,06/18/2020,32.9,High
1646,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,06/18/2020,38.3,Extreme
1647,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,06/18/2020,46.8,Extreme
1648,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,06/18/2020,28.7,Moderate
1649,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,06/18/2020,33.3,High
1650,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,06/18/2020,33.7,High
1651,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,06/18/2020,31.9,High
1652,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,06/18/2020,30.6,High
1653,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,06/18/2020,37.6,Extreme
1654,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,06/18/2020,32.9,High
1655,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,06/18/2020,30.9,High
1656,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,06/18/2020,31.2,High
1657,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,06/18/2020,45.6,Extreme
1658,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,06/18/2020,34.4,High
1659,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,06/18/2020,34.1,High
1660,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,06/18/2020,42.5,Extreme
1661,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,06/18/2020,32.9,High
1662,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,06/18/2020,34.1,High
1663,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,06/18/2020,33.0,High
1664,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,06/18/2020,31.6,High
1665,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,06/18/2020,44.5,Extreme
1666,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,06/18/2020,42.4,Extreme
